player_id,team_id,player_name,team,plus_minus,ortg,fic,tsp,efgp,fgp,drtg
78,12,Brian Roberts,Charlotte Hornets,-3.5,167.5,2.75,0.818181818,0.5,0.5,110
94,12,Roy Hibbert,Charlotte Hornets,0.142857143,121.1428571,7.107142857,0.619614862,0.552380952,0.552380952,111.8571429
219,12,Jeremy Lamb,Charlotte Hornets,-4.25,51,0.75,0.289348734,0.246428571,0.246428571,111.25
221,12,Nicolas Batum,Charlotte Hornets,4.3,108.3,14.1375,0.546541539,0.493408634,0.407295352,107.3
355,12,Spencer Hawes,Charlotte Hornets,-3.2,95.7,5.65,0.499417507,0.485396374,0.446902056,106.9
495,12,Marco Belinelli,Charlotte Hornets,-1.4,104.1,6.3625,0.512249809,0.469260462,0.385003608,109.9
535,12,Ramon Sessions,Charlotte Hornets,-3.6,105.4,4.55,0.512905605,0.431944444,0.394444444,111.7
33448,12,Christian Wood,Charlotte Hornets,-4,0,0.75,0,0,0,89
33594,12,Frank Kaminsky,Charlotte Hornets,0,91,6.097222222,0.455322146,0.423174202,0.361159211,113.1111111
33604,12,Aaron Harrison,Charlotte Hornets,-3.5,26.5,0.25,0,0,0,109
66489,12,Treveon Graham,Charlotte Hornets,0.666666667,89.66666667,1.166666667,0.625,0.625,0.5,114.3333333
20,13,Luke Babbitt,Miami Heat,-11.33333333,101,3.583333333,0.473123123,0.454166667,0.344444444,111.6666667
197,13,Goran Dragic,Miami Heat,-8.333333333,83.66666667,4.958333333,0.44889736,0.428571429,0.392857143,109.6666667
251,13,James Johnson,Miami Heat,-0.666666667,107,7.458333333,0.572062115,0.506944444,0.438888889,105.6666667
310,13,Dion Waiters,Miami Heat,-12,71.66666667,4.166666667,0.27947936,0.275925926,0.253703704,109.3333333
536,13,Derrick Williams,Miami Heat,5,0,0.75,0,0,0,104
5889,13,Hassan Whiteside,Miami Heat,-6,87.33333333,16.04166667,0.443694222,0.416666667,0.416666667,97.33333333
15074,13,Tyler Johnson,Miami Heat,-2,117.3333333,11.79166667,0.579508694,0.532996633,0.436026936,100
33618,13,Justise Winslow,Miami Heat,-3,88,6.75,0.40896796,0.371147371,0.325692826,105
34827,13,Josh Richardson,Miami Heat,2.666666667,71,1.416666667,0.350961538,0.350961538,0.278846154,109.6666667
39506,13,Willie Reed,Miami Heat,-1,84.66666667,4.416666667,0.318287037,0.333333333,0.333333333,109.6666667
67758,13,Rodney McGruder,Miami Heat,0,167.5,3.25,0.781914894,1,0.75,108
4,14,Aaron Gordon,Orlando Magic,-4.692307692,94.07692308,5.865384615,0.455975427,0.430766456,0.385281385,107.4615385
5,14,Evan Fournier,Orlando Magic,-3.923076923,105.6923077,8.509615385,0.580910781,0.514053041,0.441909052,110.3076923
12,14,Elfrid Payton,Orlando Magic,-3.692307692,102.4615385,10.52884615,0.498892736,0.486644794,0.46578489,106.6923077
13,14,Nikola Vucevic,Orlando Magic,-2.769230769,94.61538462,12.44230769,0.434828609,0.436549963,0.429557723,101.4615385
40,14,Jeff Green,Orlando Magic,-4.916666667,96.58333333,5.375,0.470641517,0.412152778,0.344444444,109.1666667
67,14,Bismack Biyombo,Orlando Magic,-4.230769231,83.46153846,7,0.457237923,0.426893939,0.426893939,103.3076923
96,14,C.J. Watson,Orlando Magic,-2.090909091,85.72727273,1.829545455,0.343026748,0.32962963,0.253703704,106.3636364
101,14,Damjan Rudez,Orlando Magic,-1.714285714,20.71428571,-0.571428571,0.25,0.25,0.166666667,110.5714286
208,14,Serge Ibaka,Orlando Magic,-4,108.1538462,11,0.551738807,0.525566511,0.474447194,104.8461538
6040,14,C.J. Wilcox,Orlando Magic,0.5,51.83333333,0.833333333,0.456018519,0.416666667,0.277777778,117.6666667
6048,14,D.J. Augustin,Orlando Magic,-3.846153846,104.4615385,4.711538462,0.493093596,0.446230159,0.363492063,111.5384615
29438,14,Arinze Onuaku,Orlando Magic,-3.333333333,66.66666667,0.666666667,1,1,1,101.3333333
33694,14,Mario Hezonja,Orlando Magic,-2.2,51.1,1.1125,0.331436745,0.292010921,0.259496676,108
66725,14,Stephen Zimmerman,Orlando Magic,0.5,106.5,2.3125,0.347222222,0.5,0.5,127.5
9,15,Andrew Nicholson,Washington Wizards,-3.1,108.8,1.9625,0.474913175,0.388293651,0.377876984,104.4
49,15,Marcus Thornton,Washington Wizards,-5,100.4285714,4.044642857,0.47845645,0.426929618,0.367098378,112.0714286
99,15,Ian Mahinmi,Washington Wizards,-11,27,-1.25,0.265957447,0,0,113
134,15,John Wall,Washington Wizards,-0.307692308,103.3076923,15.56730769,0.521523565,0.459282468,0.430903853,106.7692308
138,15,Otto Porter,Washington Wizards,1,128.1333333,14.05833333,0.63301297,0.618691012,0.562689981,105.6
140,15,Marcin Gortat,Washington Wizards,1.2,118.8,12.98333333,0.590722699,0.572248677,0.572248677,105.6666667
181,15,Jason Smith,Washington Wizards,-3.785714286,70.78571429,0.982142857,0.400641026,0.397435897,0.397435897,107.2857143
195,15,Markieff Morris,Washington Wizards,-0.333333333,89.53333333,7.375,0.463269296,0.416334701,0.381330122,106
272,15,Trey Burke,Washington Wizards,-4,89.91666667,2.25,0.396078134,0.393730159,0.377063492,113
